
Intensity Min Ch=1 Img=1
 ==================== 
Intensity Min,Unit,Category,Channel,Image,Time,Set 1,TrackID,ID,
44,,Spot,1,Image 1,1,Untrecked,1000000001,1,
156,,Spot,1,Image 1,1,Untrecked,1000000002,2,
95,,Spot,1,Image 1,1,Untrecked,1000000003,3,
77,,Spot,1,Image 1,1,,1000000004,4,
0,,Spot,1,Image 1,1,Untrecked,1000000005,5,
35,,Spot,1,Image 1,1,Tracked,1000000006,6,
70,,Spot,1,Image 1,1,Tracked,1000000007,7,
34,,Spot,1,Image 1,1,Tracked,1000000008,8,
31,,Spot,1,Image 1,1,Tracked,1000000009,9,
39,,Spot,1,Image 1,1,Untrecked,1000000010,10,
78,,Spot,1,Image 1,1,Untrecked,1000000011,11,
97,,Spot,1,Image 1,1,Untrecked,1000000012,12,
80,,Spot,1,Image 1,1,Untrecked,1000000013,13,
191,,Spot,1,Image 1,1,Untrecked,1000000016,16,
199,,Spot,1,Image 1,1,,1000000017,17,
40,,Spot,1,Image 1,1,,1000000018,18,
45,,Spot,1,Image 1,1,Untrecked,1000000019,19,
170,,Spot,1,Image 1,1,Untrecked,1000000021,21,
61,,Spot,1,Image 1,1,Untrecked,1000000022,22,
86,,Spot,1,Image 1,1,Untrecked,1000000023,23,
131,,Spot,1,Image 1,1,Untrecked,1000000024,24,
241,,Spot,1,Image 1,1,Untrecked,1000000025,25,
127,,Spot,1,Image 1,1,Tracked,1000000026,26,
49,,Spot,1,Image 1,1,Untrecked,1000000027,27,
0,,Spot,1,Image 1,1,Untrecked,1000000028,28,
0,,Spot,1,Image 1,1,Untrecked,1000000029,29,
59,,Spot,1,Image 1,1,Untrecked,1000000030,30,
90,,Spot,1,Image 1,1,Tracked,1000000034,34,
32,,Spot,1,Image 1,1,Untrecked,1000000035,35,
39,,Spot,1,Image 1,1,Untrecked,1000000036,36,
33,,Spot,1,Image 1,1,Untrecked,1000000037,37,
68,,Spot,1,Image 1,1,Untrecked,1000000038,38,
34,,Spot,1,Image 1,1,Tracked,1000000045,45,
47,,Spot,1,Image 1,1,Tracked,1000000046,46,
108,,Spot,1,Image 1,1,Tracked,1000000047,47,
48,,Spot,1,Image 1,1,Tracked,1000000048,48,
50,,Spot,1,Image 1,1,Tracked,1000000049,49,
44,,Spot,1,Image 1,1,Tracked,1000000051,51,
70,,Spot,1,Image 1,1,Tracked,1000000052,52,
40,,Spot,1,Image 1,1,Tracked,1000000053,53,
26,,Spot,1,Image 1,1,Tracked,1000000054,54,
43,,Spot,1,Image 1,1,Untrecked,1000000055,55,
178,,Spot,1,Image 1,1,Untrecked,1000000056,56,
43,,Spot,1,Image 1,1,Tracked,1000000057,57,
305,,Spot,1,Image 1,1,Untrecked,1000000058,58,
74,,Spot,1,Image 1,1,Untrecked,1000000060,60,
60,,Spot,1,Image 1,1,,1000000061,61,
78,,Spot,1,Image 1,1,Untrecked,1000000062,62,
65,,Spot,1,Image 1,1,Untrecked,1000000063,63,
72,,Spot,1,Image 1,1,Tracked,1000000064,64,
42,,Spot,1,Image 1,1,Untrecked,1000000065,65,
62,,Spot,1,Image 1,1,Untrecked,1000000066,66,
192,,Spot,1,Image 1,1,Untrecked,1000000068,68,
37,,Spot,1,Image 1,1,Untrecked,1000000069,69,
32,,Spot,1,Image 1,1,Tracked,1000000070,70,
62,,Spot,1,Image 1,1,Untrecked,1000000071,71,
64,,Spot,1,Image 1,1,Tracked,1000000073,73,
85,,Spot,1,Image 1,1,,1000000074,74,
78,,Spot,1,Image 1,1,Untrecked,1000000076,76,
61,,Spot,1,Image 1,1,Untrecked,1000000077,77,
85,,Spot,1,Image 1,1,,1000000078,78,
202,,Spot,1,Image 1,1,Untrecked,1000000079,79,
82,,Spot,1,Image 1,1,Untrecked,1000000080,80,
43,,Spot,1,Image 1,1,Tracked,1000000081,81,
62,,Spot,1,Image 1,1,Untrecked,1000000083,83,
282,,Spot,1,Image 1,1,Untrecked,1000000084,84,
39,,Spot,1,Image 1,1,Tracked,1000000088,88,
106,,Spot,1,Image 1,1,Tracked,1000000089,89,
54,,Spot,1,Image 1,1,Tracked,1000000090,90,
34,,Spot,1,Image 1,1,Tracked,1000000092,92,
29,,Spot,1,Image 1,1,Tracked,1000000094,94,
75,,Spot,1,Image 1,1,Tracked,1000000095,95,
66,,Spot,1,Image 1,1,Tracked,1000000096,96,
126,,Spot,1,Image 1,1,Tracked,1000000097,97,
53,,Spot,1,Image 1,1,Untrecked,1000000104,104,
60,,Spot,1,Image 1,1,Tracked,1000000105,105,
110,,Spot,1,Image 1,1,Untrecked,1000000108,108,
177,,Spot,1,Image 1,1,Untrecked,1000000111,111,
106,,Spot,1,Image 1,1,Untrecked,1000000112,112,
215,,Spot,1,Image 1,1,,1000000113,113,
92,,Spot,1,Image 1,1,Untrecked,1000000114,114,
271,,Spot,1,Image 1,1,Untrecked,1000000115,115,
53,,Spot,1,Image 1,1,Tracked,1000000116,116,
93,,Spot,1,Image 1,1,Untrecked,1000000117,117,
80,,Spot,1,Image 1,1,Untrecked,1000000118,118,
284,,Spot,1,Image 1,1,Untrecked,1000000120,120,
101,,Spot,1,Image 1,1,Untrecked,1000000121,121,
0,,Spot,1,Image 1,1,Untrecked,1000000124,124,
57,,Spot,1,Image 1,1,Untrecked,1000000125,125,
22,,Spot,1,Image 1,1,,1000000127,127,
106,,Spot,1,Image 1,1,Untrecked,1000000128,128,
46,,Spot,1,Image 1,1,Untrecked,1000000129,129,
51,,Spot,1,Image 1,1,Untrecked,1000000130,130,
78,,Spot,1,Image 1,1,,1000000133,133,
136,,Spot,1,Image 1,1,Untrecked,1000000136,136,
207,,Spot,1,Image 1,1,Untrecked,1000000137,137,
108,,Spot,1,Image 1,1,Untrecked,1000000138,138,
161,,Spot,1,Image 1,1,Untrecked,1000000140,140,
183,,Spot,1,Image 1,1,Untrecked,1000000141,141,
