
Time
 ==================== 
Time,Unit,Category,Time,ID,
0,h,Surface,1,4610,
0,h,Surface,1,4611,
0,h,Surface,1,4612,
0,h,Surface,1,4613,
0,h,Surface,1,4614,
0,h,Surface,1,4615,
0,h,Surface,1,4616,
0,h,Surface,1,4617,
0,h,Surface,1,4618,
0,h,Surface,1,4619,
0,h,Surface,1,4620,
0,h,Surface,1,4621,
0,h,Surface,1,4622,
0,h,Surface,1,4623,
0,h,Surface,1,4624,
0,h,Surface,1,4625,
0,h,Surface,1,4626,
0,h,Surface,1,4627,
0,h,Surface,1,4628,
0,h,Surface,1,4629,
0,h,Surface,1,4630,
0,h,Surface,1,4631,
0,h,Surface,1,4632,
0,h,Surface,1,4633,
0,h,Surface,1,4634,
0,h,Surface,1,4635,
0,h,Surface,1,4636,
0,h,Surface,1,4637,
0,h,Surface,1,4638,
0,h,Surface,1,4639,
0,h,Surface,1,4640,
0,h,Surface,1,4641,
0,h,Surface,1,4642,
0,h,Surface,1,4643,
0,h,Surface,1,4644,
0,h,Surface,1,4645,
0,h,Surface,1,4646,
0,h,Surface,1,4647,
0,h,Surface,1,4648,
0,h,Surface,1,4649,
0,h,Surface,1,4650,
0,h,Surface,1,4651,
0,h,Surface,1,4652,
0,h,Surface,1,4653,
0,h,Surface,1,4654,
0,h,Surface,1,4655,
0,h,Surface,1,4656,
0,h,Surface,1,4657,
0,h,Surface,1,4658,
0,h,Surface,1,4659,
0,h,Surface,1,4660,
0,h,Surface,1,4661,
0,h,Surface,1,4662,
0,h,Surface,1,4663,
0,h,Surface,1,4664,
0,h,Surface,1,4665,
0,h,Surface,1,4666,
0,h,Surface,1,4667,
0,h,Surface,1,4668,
0,h,Surface,1,4669,
0,h,Surface,1,4670,
0,h,Surface,1,4671,
0,h,Surface,1,4672,
0,h,Surface,1,4673,
0,h,Surface,1,4674,
0,h,Surface,1,4675,
0,h,Surface,1,4676,
0,h,Surface,1,4677,
0,h,Surface,1,4678,
0,h,Surface,1,4679,
0,h,Surface,1,4680,
0,h,Surface,1,4681,
0,h,Surface,1,4682,
0,h,Surface,1,4683,
0,h,Surface,1,4684,
0,h,Surface,1,4685,
0,h,Surface,1,4686,
0,h,Surface,1,4687,
0,h,Surface,1,4688,
0,h,Surface,1,4689,
0,h,Surface,1,4690,
0,h,Surface,1,4691,
0,h,Surface,1,4692,
0,h,Surface,1,4693,
0,h,Surface,1,4694,
0,h,Surface,1,4695,
0,h,Surface,1,4696,
0,h,Surface,1,4697,
0,h,Surface,1,4698,
0,h,Surface,1,4699,
0,h,Surface,1,4700,
0,h,Surface,1,4701,
0,h,Surface,1,4702,
0,h,Surface,1,4703,
0,h,Surface,1,4704,
0,h,Surface,1,4705,
0,h,Surface,1,4706,
0,h,Surface,1,4707,
0,h,Surface,1,4708,
0,h,Surface,1,4709,
0,h,Surface,1,4710,
0,h,Surface,1,4711,
0,h,Surface,1,4712,
0,h,Surface,1,4713,
0,h,Surface,1,4714,
0,h,Surface,1,4715,
0,h,Surface,1,4716,
0,h,Surface,1,4717,
0,h,Surface,1,4718,
0,h,Surface,1,4719,
0,h,Surface,1,4720,
0,h,Surface,1,4721,
0,h,Surface,1,4722,
0,h,Surface,1,4723,
0,h,Surface,1,4724,
0,h,Surface,1,4725,
0,h,Surface,1,4726,
0,h,Surface,1,4727,
0,h,Surface,1,4728,
0,h,Surface,1,4729,
0,h,Surface,1,4730,
0,h,Surface,1,4731,
0,h,Surface,1,4732,
0,h,Surface,1,4733,
0,h,Surface,1,4734,
0,h,Surface,1,4735,
0,h,Surface,1,4736,
0,h,Surface,1,4737,
0,h,Surface,1,4738,
0,h,Surface,1,4739,
0,h,Surface,1,4740,
0,h,Surface,1,4741,
0,h,Surface,1,4742,
0,h,Surface,1,4743,
0,h,Surface,1,4744,
0,h,Surface,1,4745,
0,h,Surface,1,4746,
0,h,Surface,1,4747,
0,h,Surface,1,4748,
0,h,Surface,1,4749,
0,h,Surface,1,4750,
0,h,Surface,1,4751,
0,h,Surface,1,4752,
0,h,Surface,1,4753,
0,h,Surface,1,4754,
0,h,Surface,1,4755,
0,h,Surface,1,4756,
0,h,Surface,1,4757,
0,h,Surface,1,4758,
0,h,Surface,1,4759,
0,h,Surface,1,4760,
0,h,Surface,1,4761,
0,h,Surface,1,4762,
0,h,Surface,1,4763,
0,h,Surface,1,4764,
0,h,Surface,1,4765,
0,h,Surface,1,4766,
0,h,Surface,1,4767,
0,h,Surface,1,4768,
0,h,Surface,1,4769,
0,h,Surface,1,4770,
0,h,Surface,1,4771,
0,h,Surface,1,4772,
0,h,Surface,1,4773,
0,h,Surface,1,4774,
0,h,Surface,1,4775,
0,h,Surface,1,4776,
0,h,Surface,1,4777,
0,h,Surface,1,4778,
0,h,Surface,1,4779,
0,h,Surface,1,4780,
0,h,Surface,1,4781,
0,h,Surface,1,4782,
0,h,Surface,1,4783,
0,h,Surface,1,4784,
0,h,Surface,1,4785,
0,h,Surface,1,4786,
0,h,Surface,1,4787,
0,h,Surface,1,4788,
0,h,Surface,1,4789,
0,h,Surface,1,4790,
0,h,Surface,1,4791,
0,h,Surface,1,4792,
0,h,Surface,1,4793,
0,h,Surface,1,4794,
0,h,Surface,1,4795,
0,h,Surface,1,4796,
0,h,Surface,1,4797,
0,h,Surface,1,4798,
0,h,Surface,1,4799,
0,h,Surface,1,4800,
0,h,Surface,1,4801,
0,h,Surface,1,4802,
0,h,Surface,1,4803,
0,h,Surface,1,4804,
0,h,Surface,1,4805,
0,h,Surface,1,4806,
0,h,Surface,1,4807,
0,h,Surface,1,4808,
0,h,Surface,1,4809,
0,h,Surface,1,4810,
0,h,Surface,1,4811,
0,h,Surface,1,4812,
0,h,Surface,1,4813,
0,h,Surface,1,4814,
0,h,Surface,1,4815,
0,h,Surface,1,4816,
0,h,Surface,1,4817,
0,h,Surface,1,4818,
0,h,Surface,1,4819,
0,h,Surface,1,4820,
0,h,Surface,1,4821,
0,h,Surface,1,4822,
0,h,Surface,1,4823,
0,h,Surface,1,4824,
0,h,Surface,1,4825,
0,h,Surface,1,4826,
0,h,Surface,1,4827,
0,h,Surface,1,4828,
0,h,Surface,1,4829,
0,h,Surface,1,4830,
0,h,Surface,1,4831,
0,h,Surface,1,4832,
0,h,Surface,1,4833,
0,h,Surface,1,4834,
0,h,Surface,1,4835,
0,h,Surface,1,4836,
0,h,Surface,1,4837,
0,h,Surface,1,4838,
0,h,Surface,1,4839,
0,h,Surface,1,4840,
0,h,Surface,1,4841,
0,h,Surface,1,4842,
0,h,Surface,1,4843,
0,h,Surface,1,4844,
0,h,Surface,1,4845,
0,h,Surface,1,4846,
0,h,Surface,1,4847,
